app_name,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
Bunny Hop League - Map Pack 1,640670,PolyDigital,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017
TEKKEN 7,389730,BANDAI NAMCO Studios Inc.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
TEKKEN 7 - Season Pass,580020,BANDAI NAMCO Studios Inc.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
Mystic Destinies: Serendipity of Aeons - Hikaru: Book 1,508163,Aeon Dream Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
LOGistICAL - USA - Hawaii,635762,Sacada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
Endless Winter,617690,DarkSun Studio,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017
Rescue Quest Gold,618370,Boomzap Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Navalia,551630,Luotsi Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
Grim Facade: Sinister Obsession Collector’s Edition,638290,ERS G Studios,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Sentience: The Android's Tale,635850,Pilgrim Adventures,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
RPG Maker MV - Seraph Circle Sideview Battler Pack 1,646550,"KADOKAWA,Yoji Ojima",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker VX Ace - Seraph Circle Sideview Battler Pack 1,646560,KADOKAWA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
Silver,606680,"Infogrames,Spiral House,THQ Nordic",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999
Blitzkrieg 3,235380,Nival,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2017
Ricky Raccoon 2 - Adventures in Egypt,636030,rokaplay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
The Sense of an Ending,626220,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Don't Tax Me, Bro!",639450,Tibith,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
WarpBall,400570,Unruly Attractions,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017
Mythic Victory Arena - Unlock All Characters,648960,Resi,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017
Lotia - Original Soundtrack,581880,Crayon Ponyfish,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
xoEl Empire,589270,Greyman Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Star Fleet Armada Rogue Adventures,459610,Blue  Blaze Gaming,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
Redneck Rampage Rides Again,580940,Xatrix Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
Neighborhorde,446760,Fermenter Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 1,595751,"KOEI TECMO GAMES CO., LTD.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 2,595752,"KOEI TECMO GAMES CO., LTD.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 4,595754,"KOEI TECMO GAMES CO., LTD.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 3,595753,"KOEI TECMO GAMES CO., LTD.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Monolith,603960,Team D-13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Bunker 58,585860,Acuze Interactives,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
New Frontier Days ~Founding Pioneers~,570790,Arc System Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
ArcheAge - Erenor Eternal Starter Pack,647860,XLGAMES,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2017
Galactic Missile Defense,388550,Black Sheep Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
Lines,458540,Gamious,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Weather Lord,637920,"Yustas Game Studio,Alawar Entertainment",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
Weather Lord: Hidden Realm,637930,"Yustas Game Studio,Alawar Entertainment",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
Weather Lord: In Search of the Shaman,637940,"Yustas Game Studio,Alawar Entertainment",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
Train Simulator: DB BR 101 Loco Add-On,448194,virtualRailroads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
Silent Gentleman,636360,Cipher Hive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
Royal Detective: Queen of Shadows Collector's Edition,647850,Elephant Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Gevaudan,636520,Nicolas Bernard,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
TS Marketplace: Zacns Wagon Pack 02 Add-On,513118,Skyhook Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
Fight or Die 2,631530,Vyacheslav Shilikhin,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
Breaking Fast,523870,Tale Studios,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017
Scarlett Mysteries: Cursed Child,615350,World-Loom,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Darknet - Soundtrack,643010,E McNeill,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
Murder In Tehran's Alleys 1933,630170,RSK Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Lux Alliance,595660,Sillysoft Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
Zulu Response,401250,Web Interactive Solutions,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
"Gray Skies, Dark Waters",543070,"Green Willow Games, LLC",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Subject A-119,530820,Tom Heek,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Crush,588880,VIS-Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Adjacency,601920,sleepy macaw,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Tank Battle: Normandy,374940,HexWar Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
Jump Stars,486990,Jamit Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
The Vagrant,598700,O.T.K Games,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
Redout - V.E.R.T.E.X. Pack,627430,34BigThings srl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
Pixel Puzzles Mosaics,359340,DL Softworks,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2017
Tabletop Simulator - Abraca...What?,468739,Berserk Games,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2017
LandTraveller,522130,WolfCoder Workshop,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
Face It - A game to fight inner demons,364050,"Tlön Studios,Ilex Games",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Ambre - a heartbreaking kinetic novel,623840,Träumendes Mädchen,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017
Medieval Kingdom Wars,499660,Reverie World Studios,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
Dying To Kill,646590,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Mo Mandel: Negative Reinforcement,646640,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Morgan Murphy: Irish Goodbye,646700,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
Saban's Power Rangers,641480,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Myq Kaplan: Small, Dork, and Handsome",646710,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
That Gal...Who Was In That Thing,646770,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Chris Porter: Ugly and Angry,647470,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
Paul Mooney: A Piece of My Mind,646790,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
Jasper Redd: Jazz Talk,647480,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
Bill Hicks: Revelations,648090,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
Matt Besser: Besser Breaks the Record,646620,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Extra Terrestrial Perception,629210,Try This At Home,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Christian Finnegan: The Fun Part,647510,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
Josh Blue: Sticky Change,647490,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
Medusa,649420,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Riddles of Fate: Into Oblivion Collector's Edition,647900,Elephant Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Air Missions: HIND,423490,3Division,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
Awesomenauts - Bullbarian Deadlift Skin,557003,Ronimo Games,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2017
Awesomenauts - Kunoichi Dizzy Skin,634010,Ronimo Games,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2017
Pilam Sky,611960,"Lazer Guss Studio,Nova Dimension",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
Dizzy - Awesomenauts Character,561557,Ronimo Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
Neko Navy,592270,DeathMofuMofu,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
DC Wonder: Unlimited,652160,Nucleax,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
War Chariots: Royal Legion,654060,Sargis Shahzadyan,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
RoBros,647000,Team B.R.O.S.,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2017
Symphonic Rain,629650,KOGADO STUDIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Vidar,355370,Razbury Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
MotoGP™17,561610,Milestone S.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2017
Castle Defender,651520,Mihai Morosanu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
Flood of Light,606480,Irisloft,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
Carrier Deck,580720,Every Single Soldier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
theHunter™: Call of the Wild - ATV SABER 4X4,630940,Expansive Worlds,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2017
Rocket Wars,627670,Archon Interactive,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Gorescript,618690,Sergiu Bucur,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Gorescript - Original Soundtrack,636530,Sergiu Bucur,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
THE KING OF FIGHTERS XIV STEAM EDITION,571260,"SNK CORPORATION,Abstraction Games",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Train Simulator: Western Pacific GP35 Add-On,376971,Digital Train Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
Pro Cycling Manager 2017,525920,Cyanide Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2017
THE KING OF FIGHTERS XIV STEAM EDITION: UPGRADE PACK,590390,"SNK CORPORATION,Abstraction Games",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Teslagrad - Soundtrack,650900,Rain Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
TS Marketplace: DD35 Demonstrator Add-On,513116,Digital Train Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
FSX Steam Edition: Convair XB-46 Add-On,609829,Virtavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
Call of Duty®: Black Ops III - Zombies Chronicles,581450,Treyarch,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Run Jump Die Repeat,650990,LongArm Interactive,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Facility - Donation DLC,653000,Polygon Art,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Goodbye My King,647410,CivilSavages,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Lazer Cops,624050,Foolish Mortals Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Lord of Djinn,492100,Lightray Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Scrollonoid,625160,Vadjra,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Pathfinder Adventures - Epic and Legendary Cards 1,539595,"Obsidian Entertainment, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017
Chromaestro,652200,"Parsec Productions, LLC",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Delphinia Chronicle,613410,"Digital Cookie Co., Ltd.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
Delphinia Chronicle - 800 Cash,615981,"Digital Cookie Co., Ltd.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
Castle of Shikigami 式神の城 - Soundtrack,630380,"Cosmo Machia,Alfa System",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Castle of Shikigami 式神の城,582980,"Cosmo Machia,Alfa System",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Orake 2D MMORPG,516510,Candycane Games,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2016
Aerofly FS 2 - Orbx - Innsbruck Airport,643730,Orbx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
Isotiles - Isometric Puzzle Game,654440,Robert Alvarez,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
Aerofly FS 2 - Orbx - Chicago Meigs Field,643731,Orbx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
OneScreen Solar Sails,645940,Anti-Ded GameDev,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Fantasy Grounds - Pathfinder RPG - Bestiary 4 Pack (PFRPG),654360,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2017
Zafehouse Diaries 2,653940,Screwfly Studios,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
Fantasy Grounds - Iron Heroes Counter Collection (Token Pack),650190,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
Unreal Estate,655020,"Larry Martin,Phillip Brossia",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
Geoid,636910,Zen Relay Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Bebop and Tempo,628560,Brandon Dominguez,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Sin Castle,577180,Primary cells studio,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
SUPER ARMY OF TENTACLES 3: Summer Outfit Pack II: Shark Week,592812,Stegalosaurus Game Development,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
X-Plane 11 - Add-on: Aerosoft - Airport Rio de Janeiro – Santos Dumont,623619,"Richard Nunes,Nielsen Flightsim Scenery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
Secret in Story,613010,Luo Zhi En,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
SUPER ARMY OF TENTACLES 3: Summer Outfit Pack I: San Diego Comic-Con Exclusives 2017,592811,Stegalosaurus Game Development,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
Mahjong Masters: Temple of the Ten Gods,655650,Playtinum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Elon Gold: Chosen and Taken,654270,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
Darkest Dungeon®: The Crimson Court,580100,Red Hook Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
Tearstone,645440,Dragons Eye Studio,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
Ominous Tales: The Forsaken Isle,645410,Urchin Games,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Pixel Puzzles Ultimate - Puzzle Pack: Urban Decay,591501,DL Softworks,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2017
Weeping Skies,650730,MysteryTag,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Jazzpunk: Flavour Nexus,649410,Necrophone Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
MapleStory Beginner Pack,573510,Nexon,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2017
MapleStory Cosmetic Pack,573512,Nexon,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2017
MapleStory Equipment Enhancement Pack,573513,Nexon,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2017
MapleStory Pet Pack,573511,Nexon,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2017
Simple RTS,655420,Gal Hajaj,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
Blender Character Modeling For Beginners HD,588310,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Battle of Painters,648120,Dio Alias Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
MultiVR.se All Scenes,660250,"VRider, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
Debugger 3.16: Hack'n'Run,339720,Spiderwork Games,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Nex Machina,404540,Housemarque,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Dungeon Defenders II,236110,Trendy Entertainment,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2017
World of Guns: Pistols Pack #1,660050,Noble Empire Corp.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2017
World of Guns: Pistols Pack #2,660060,Noble Empire Corp.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2017
Dungeon Defenders II - Gemtacular Pack,651130,Trendy Entertainment,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2017
Dungeon Defenders II - Standard Edition,651131,Trendy Entertainment,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2017
Dungeon Defenders II - Deluxe Edition,651132,Trendy Entertainment,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2017
Dungeon Defenders II - Heroic Edition,651140,Trendy Entertainment,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2017
Fantasy Grounds - 50 Fathoms Online Gaming Tokens (Savage Worlds) (Token Pack),654330,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
Fantasy Grounds - Online Gaming Pack #1: Animals & Aberrations,659230,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
Fantasy Grounds - Rippers Online Gaming Figure Flats (Token Pack),660240,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
St. Vincent,647120,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Chapter & Verse,641340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Virtual Battlemap DLC - Modern Town,642590,Dragom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
GET EVEN,299950,The Farm 51,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Libra of the Vampire Princess,604170,"onomatope*,MiKandi Japan",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
Dead Exit,630050,RadiationBurn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
Get Even - OST,623110,The Farm 51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
Aries Spears: Comedy Blueprint,608850,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
LineWay,661430,Pony,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
7 Pillars,654640,Mark Hagan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
Diving Trunks,660040,Lunacy Interactive,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
RPG Maker MV - Modern Day Menace Battlers,653722,"KADOKAWA,Yoji Ojima",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker MV - Discovered Space Planets,653723,"KADOKAWA,Yoji Ojima",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker MV - Heaven and Earth Music Pack,653726,"KADOKAWA,Yoji Ojima,Murray Atkinson",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker VX Ace - Discovered Space Planets,653860,KADOKAWA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker MV - Medieval Warfare Music Pack,653727,"KADOKAWA,Yoji Ojima,Murray Atkinson",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker VX Ace - Heaven and Earth Music Pack,653891,"KADOKAWA,Murray Atkinson",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker VX Ace - Medieval Warfare Music Pack,653892,"KADOKAWA,Murray Atkinson",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker MV - Modern Urban Tileset,653720,"KADOKAWA,Yoji Ojima,Sherman3D",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker MV - Paranormal Monsters,653721,"KADOKAWA,Yoji Ojima",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
RPG Maker MV - Dignified Fantasy: Vol. 1,653724,Bittersweet Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
